tweet,date,Agent,Role
"Special thanks and congratulations to the media for ruining my night, bangungutin sana kayo *softly* https://t.co/AbEEDCJsXf",2021-09-29 14:02:42,Kayo,Initiator
"Ic interest check exo ph

Not sure alin pa ang totally can let go pero please do tell me saan kayo interested and budget po. Share thoughts nalang din po thank you po https://t.co/9mKOI6WIbG",2021-09-29 14:01:53,Kayo,Initiator
"Maka pass lng ko this year HAPPY NA KAYO KO. i'm not aiming for becoming a top student, I just only wishing for a good grades tapos if maka top ay add ons nana mga siswang. Laban!",2021-09-29 14:01:48,Kayo,Initiator
Hello! I'm admin🦊if interested kayo sa mga onhand albums namin you can dm us here or sa stan acc ko~ https://t.co/DCsWBKwreW,2021-09-29 14:01:44,Kayo,Initiator
"ic interest check ph

enhypen ni-ki b:do weverse pob &amp; memopad pc

will only sell as a set siguro around 750! riki has a very minor dent sa likod but not visible sa naked eye hehe lmk if interested kayo! https://t.co/7F9GhbsWdA",2021-09-29 14:01:12,Kayo,Initiator
"MY UNIVERSE 💜✨

Im happy to meet this 7 Angel, who became my Light.
Keep on shinning, You all doing great.

Mahal ko kayo.💜✨

Thank you for showing me the way.💜 https://t.co/GcnPkfIYHM",2021-09-29 14:01:07,Kayo,Initiator
"My boss today: how can you get the team to relax a bit so they don't miss on the attention to detail?
Me: I don't know how to answer that. (knowing we have OLAs to meet with all the volume coming in) 

Kayo ba, suggestions?",2021-09-29 14:00:20,Kayo,Initiator
"@CrizJoOFC @mscrizataa @imjoaoconz Our nights have never been the same. Sobrang miss namin kayo!

#CrizJo 
HIHVeniceTVAwards NOMINEE",2021-09-29 14:00:16,Kayo,Initiator
Just wanna say a huge thank you for the greetings. Really appreciate as I didn't expect it and da best kayo always! Much lovee ❤️✨,2021-09-29 14:00:09,Kayo,Initiator
@happy_boyle @inquirerdotnet d ata kayo inform or you have not been reading the news. most of the orders are from the other vaccines. kaya lang d pa dumadating kc there is not enough supply from the manufacturers.  at most of the Pfizer vaccines e sa NCR binibigay! don't spread lies here!,2021-09-29 13:59:36,Kayo,Initiator
Funny kayo hays,2021-09-29 13:59:23,Kayo,Initiator
Excuse me po kahapon pa yung tweets ng oldie stans shading Blackpink about Paris Fashion Week 😂 we just gave you a favor and replied coz yall want fanwar tapos aping api na naman kayo ng blinks?,2021-09-29 13:57:48,Kayo,Initiator
"🌸HELLO!!!

Bili na pooo kayo! murang mura lang na premium accounts, feel free to DM me 💜

Ongoing giveaway on my pinned post! 💜 SALI NA!

🏷️: spotify youtube canva pro lifetime netflix shared cracked for sale premium accounts available. https://t.co/tTYzjGMKf8",2021-09-29 13:57:25,Kayo,Initiator
NAMISS KO KAYO!!! I LOVE YOU ALWAYS!!!❤️ https://t.co/4i3Ea0GCHt,2021-09-29 13:56:02,Kayo,Initiator
"hello interest check ! from sokor 

(will compute prices pa if may interested &lt;3) pls mark yung items na interested kayo. https://t.co/VwM6VBfHFN",2021-09-29 13:55:41,Kayo,Initiator
"WTS PH NCT 127 Yuta photocards pc postcard
tfr smile4u postcard 2017 Love Season event message card paper toy wtop neo zone

☆See attached photo for the price

📌See pinned tweet for MOP, MOD and location

#biLEE_kayo https://t.co/T4IP0kci5P",2021-09-29 13:53:41,Kayo,Initiator
"Congrats CMFT , number one kayo lagi samin , still congrats deanna wong 💜🥺 https://t.co/4NXhW3HjXe",2021-09-29 13:53:26,Kayo,Initiator
"hi, is it okay to interact with your tweets? baka kasi maging uncomfy kayo whenever I reply sa tweets e, just let me know if it's not okay 🤗🤗",2021-09-29 13:52:54,Kayo,Initiator
"Next time, Sama na kayo so that we're finally complete. That would be more happier.",2021-09-29 13:52:51,Kayo,Initiator
"I made a discord server for marvel fans like me. Sali kayo if you want, sabay natin panuorin latest movies and series hehe

https://t.co/LLNT43QtSf",2021-09-29 13:52:35,Kayo,Initiator
"Mag drop kayo Bibehs attendance to

WELCOME TO PORTUGAL NOW UNITED
@NowUnitedMusic #NowUnited",2021-09-29 13:52:06,Kayo,Initiator
its doesnt mean i wont surprise forever ha? if i have extra i would to give back sainyo! after all kayo ang reason why i am here!! 🥺🤍,2021-09-29 13:52:02,Kayo,Initiator
"Six more chapters and we're finally saying goodbye to Golden Scenery of Tomorrow. This series taught us about passion, love and specially life lesson. The sunset, music and high school life will surely be missed❤️

Kayo parin ang musika ko.",2021-09-29 13:51:49,Kayo,Initiator
@ChiSportUpdates This is real hurt 😞,2021-09-29 13:51:46,Kayo,Initiator
"""Just after the suicides of the father and the grand father, the grand mother was asked to let grandchild (Kei Komuro) inherit their legacy by acquaintance of Kayo Komuro (mother of Kei Komuro)""
Japanese magazine reported.
#KeiKomuro #PrincessMako #Japan 
https://t.co/wssebKEwfJ https://t.co/1JjbGW7ArK https://t.co/8axtCaK1PP",2021-09-29 13:50:58,Kayo,Initiator
"""ECQuotes ""I'll became a woman suitable to your preference in choosing woman"" -Kayo Sudou",2021-09-29 13:49:42,Kayo,Initiator
"@komorikayo But Kayo, I thought you were a bottom",2021-09-29 13:49:26,Kayo,Initiator
PLS DO LMK if you find it uncomfy if tinawag ko kayo ng older gendered terms 🥺,2021-09-29 13:48:57,Kayo,Initiator
@NeoCT5_ph hi when will you start refunding again? you keep on giving us promises na mag-rerefund kayo pero wala namang action.,2021-09-29 13:48:53,Kayo,Initiator
LAST CALL JOIN NA KAYO HERE https://t.co/83ljw6aiev,2021-09-29 13:48:40,Kayo,Initiator
MY BEST FRIEND   ALMOST 3  YEARS ARMY IS ALWAYS HAPPY AND FUN THE BEST FRIEND SHIP EVER AND I  NEVER LEAVE THAT BECUASE MY  BESFRIEND IS ALWAYS MY  BESIDE ME 🥺🤎 I LOVE YOUU!!! GUYSS ( Sana mag tagal pa tayo tulad Ng BTS 🥺🤎) Mahal na Mahal ko kayo !! https://t.co/PD8hMikRh6,2021-09-29 13:48:32,Kayo,Initiator
"WTB / LFS / Looking
Official Photocard / PC

TXT TCC Fight or Escape / FOE / together

Yeonjun Fight Together PC

Pauwi nyo na po to me 🥺

Please DM me if you have ~ 
or mention me pag may nakita po kayo
Thank u 🥺 🙏

PH only https://t.co/WTol0Aqb6w",2021-09-29 13:48:17,Kayo,Initiator
@IncognitoFL75 @AppleCard Getting the cards affects your credit score,2021-09-29 13:48:00,Kayo,Initiator
"BEFORE I GO TO BED, REPLY MUNA KAYO!!

HIHVeniceTVAwards NOMINEE

#DonBelle
#DONBELLEmpire",2021-09-29 13:47:59,Kayo,Initiator
mental health said not tonight hsksjdhd good bye see u all tomorrow mahal q kayo &lt;3333,2021-09-29 13:47:07,Kayo,Initiator
"other couriers are not avail bc wala po akong poster tube and even if i order sobrang lugi po ako 😢

im not a full time seller/shop po kaya i don't stock such materials po 🙏

if willing po kayo mag pay ng 120+ for poster tube + bubble wrap, sco or direct ggx would be possible! https://t.co/hGzbBj2V6J",2021-09-29 13:47:01,Kayo,Initiator
JOIN NA KAYO SA SPACE WITH ATE @jiims besitieeees 💛 https://t.co/iHoYJlhdJl,2021-09-29 13:46:38,Kayo,Initiator
"@nowunitedofcph @NowUnitedMusic Asan na kayo guys?

WELCOME TO PORTUGAL NOW UNITED
@NowUnitedMusic #NowUnited",2021-09-29 13:45:23,Kayo,Initiator
@ow_kayo twitter limit go crazy,2021-09-29 13:45:21,Kayo,Initiator
the way walang kasiguraduhan because of the agency's other plan to make a loveteam too but i guess gods timing is always righttt btw namimiss ko na kayo 🥺 https://t.co/9grZtQkblA,2021-09-29 13:44:33,Kayo,Initiator
"@rainedaps Happy birthday po!! Kayo na po ba ang anghel na binigay ni Lord in this lifetime po? Enjoy ur day po &lt;3 and i want to share po the ticket with my internet bestie @dongyoungshands 

HAPPY RAINE DAY 
#레인이가억수같이쏟아지는날 #itsRAINEing",2021-09-29 13:43:45,Kayo,Initiator
"• I don't tolerate rude customers. i also have things to do at home and hindi ko kayo tatakbuhan. if u already give me ur payment and hindi ko parin na send sa inyo yung account then please have patience. 
+",2021-09-29 13:43:41,Kayo,Initiator
"2nd client today, thank you so much for trusting me po in editing your logo and video 🥺🍒

i will work really hard pa! thank you so much! 

pa comms na po kayo, affordable and negotiable po 🍓 https://t.co/TXOAbePeBq",2021-09-29 13:42:59,Kayo,Initiator
hellaur older oomfs !! pls lmk how you would like to be addressed &gt;&lt; minsan kasi wala sa carrd/bio/loc niyo if comfy kayo with gendered term kaya i go with what’s on ur dn t__t sorry if i made u uncomfy https://t.co/LK2O7ZMze5,2021-09-29 13:41:49,Kayo,Initiator
These two really made my night 😂🤣🤍 mahal ko kayo both 😆😆😆https://t.co/WMhYAuzpLV,2021-09-29 13:41:31,Kayo,Initiator
Early 11:11 to my fav. best au AUTHORS❣️Mahal ko kayo Sobra&lt;3 @jeonsissy @kookvfate @ggukvantaes @chixnawriter @park_sugaa @jeonlovre @kthzoid @7uvskv @belleautk @kkyuvantes @kvsbum @jvantaekth @he4rtn @kaliyanawriter @Chimmy_OFF  thank you for being my best au Writers💕ily https://t.co/hCJlioDMHz,2021-09-29 13:41:17,Kayo,Initiator
@DonKissATeamOFC Waahhh. Thank you! The best kayo. Solid!   @DonKissATeamOFC  🤧,2021-09-29 13:40:49,Kayo,Initiator
i believe kayo na this https://t.co/7su34gZl8v,2021-09-29 13:40:47,Kayo,Initiator
"Thank you guys 🤧🥺
Love kayo ni ate 🥺",2021-09-29 13:40:26,Kayo,Initiator
"grammarly account po kayo d'yan, super budget friendly lang po nitong account sa'min since grammarly maker po kami, full warranty din po ito 😉

🏷️ grammarly grammarly premium grammarly account gram gram account gram premium murang grammarly cheap grammarly affordable grammarly https://t.co/HB5Zjwp9TF",2021-09-29 13:38:37,Kayo,Initiator
"Congratulations to the whole team! I am so proud to all of you, all of you did a great job in this project  kaya kayo andito! I am so really really happy and proud since day 1 up to now! I love you all❤

HIHVeniceTVAwards NOMINEE

#DonBelle
#DONBELLEmpire https://t.co/bhXWiTGg6f",2021-09-29 13:38:34,Kayo,Initiator
"Real.. forgot the ""I need it for something"" part tho https://t.co/k8awgnzQTK",2021-09-29 13:38:10,Kayo,Initiator
still looking for more nctzen moots especially filo nasaan ba kayo?😭,2021-09-29 13:36:35,Kayo,Initiator
Searched sir masoy here ang dami palang mentioned tweets from my students goshhh i’m soooooo behind 😅 miss you all san na kayo???,2021-09-29 13:33:41,Kayo,Initiator
"@dingcoronel @quiapochurch Happy Birthday Father Poem (tula). Dapat po meron kayo tula for the word BIRTHDAY.  😂

God bless us always 🙏",2021-09-29 13:33:33,Kayo,Initiator
"we appreciate all of your efforts para may maipakitang bago every perf. laging sulit mag-abang kahit pa 2nd batch at last performer kayo 🤣 your CoCoons are proud, and will always be here 4 u. laban!! yara debut soon. 🤙🏼

@official__yara #YARAPH",2021-09-29 13:32:47,Kayo,Initiator
I CRIED WTF KAYO 😭😭❤❤❤ https://t.co/lIRtTx3EC6,2021-09-29 13:32:29,Kayo,Initiator
"I'm so happy because this is how you love me guys, I appreciate all this, please if you like me, don't expect me to like you back, because I'm not ready to enter into a relationship yet, your feelings are so valid, hindi ko kayo deserve ☹☹☹ https://t.co/rSXweCF3zb",2021-09-29 13:32:03,Kayo,Initiator
@VSAsales0325 happy birthday ate gail!!!! wishing maka pasok kayo skz vcs &lt;333,2021-09-29 13:31:28,Kayo,Initiator
Hey someone i know naman na you will not see this message for you sana but i will keep this secret i wait 3 months for liking me back too but it's too late you find what your ideal type and nag tagal naren kayo but no matter what happen i will always like you,2021-09-29 13:30:53,Kayo,Initiator
"all the blood, sweat, and tears you put into making this beautiful series is now slowly paying off :”&gt; nakakaproud kayo. sobra. @donnypangilinan @bellemariano02 and the whole HIH team.

HIHVeniceTVAwards NOMINEE

#DonBelle
#DONBELLEmpire",2021-09-29 13:30:41,Kayo,Initiator
"i really am a gullible person so it's up to you if you want to take advantage of me. ill just be nice to all of you while i still can. sakin kayo lumalapit kapag acads but that's how some of you see me behind ur cams, that's so unfair of you naman po.",2021-09-29 13:30:31,Kayo,Initiator
"minors moot, read pls &gt;33 luv q kayo !! i can be ur ate here really ^^ https://t.co/Ag4xAblzN4",2021-09-29 13:30:26,Kayo,Initiator
"before stanning enhypen, I couldn't process and understand when people say things like, ""kayo ang pahinga ko sa nakakapagod na mundo,"" to their idols, but now I can finally understand 🫂💗 https://t.co/gzGW4747re",2021-09-29 13:30:25,Kayo,Initiator
"""actually sa f2f mas busy pa kayo dapat so masanay na kayo""

so we don't have the right to feel tired and overwhelmed with the workload now? mhmkay",2021-09-29 13:30:24,Kayo,Initiator
"Thank you guys mahal kayo ni joy

JOY CruelPlan https://t.co/uch97JFyfI",2021-09-29 13:30:05,Kayo,Initiator
"@_QuePasaChica_ Ito apat,petdog👿D30,salut 6 month nalang u 4 going to the jail with u boss evil D30, comes around goes around u 4 masahol pa kayo sa demonyo becoz of D30 money can buy u4 own life so scared of evil D30 the mafia syndicate in the Davao,also ICC is coming soon to arrest the👿 D30.",2021-09-29 13:29:55,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb enhypen border: day one dawn version dusk version sealed album ph https://t.co/xdxyn5WJlN",2021-09-29 13:29:37,Kayo,Initiator
"@iwanttfc @ABSCBN @StarCinema Congrats to our gems @donnypangilinan and @bellemariano02 and to the whole Hes Into Her Fam. ♥️ We are all proud of you!🥰
GRABE TALAGA KAYO!😊
HOOH-HAHH 🗣

HIHVeniceTVAwardsNominee

#DONBELLEmpire #Donbelle #HesIntoHer",2021-09-29 13:29:26,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb enhypen border: day one sealed album ph https://t.co/xdxyn5WJlN",2021-09-29 13:29:13,Kayo,Initiator
"Get na kayo!!  🥺♥️

🏷 wts lfb enhypen border: carnival b:c sealed album ph https://t.co/YWGwsdeVt3",2021-09-29 13:29:02,Kayo,Initiator
Guysss I’m playing this naaa. Laro narin kayo https://t.co/iJwF6VqSl0,2021-09-29 13:28:54,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb enhypen 2021 fanmeeting en-connect dvd sealed ph https://t.co/NGivO6oTAM",2021-09-29 13:28:39,Kayo,Initiator
thank u for all the kind words lomls u all literally don't know how much it means to me 🥺 sobra sobrang love ko kayo! ❤️ https://t.co/118cJmPxX0,2021-09-29 13:28:32,Kayo,Initiator
"Hi, @Converge_CSU! Where are you active? Is it here, on email or is there someone on your end who can answer the fucking phone?!? Ka-stress kayo! And I haven’t received any replies on my email yet. You guys aren't helping at all. 😮‍💨",2021-09-29 13:28:30,Kayo,Initiator
"Get na kayo!!  🥺♥️

🏷 wts lfb enhypen official lightstick ls sealed ph https://t.co/RV0XImAuLC",2021-09-29 13:28:27,Kayo,Initiator
"no... it shouldn't be celebrated, it should be corrected po. happy kayo for winning despite of the fact na nasugad an system of voting??",2021-09-29 13:28:26,Kayo,Initiator
"Get na kayo!!  🥺♥️

🏷 wts lfb bts skool luv affair special edition map of the soul persona mots 7 love yourself her ly tear ly answer you never walk alone wings young forever the most beautiful moment in life part 1 2 dark and wild o!rul8,2? bts assorted albums ph https://t.co/jhY9h1R87e",2021-09-29 13:28:16,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb bts be deluxe be essential edition sealed album ph https://t.co/AnLfH4Yj5L",2021-09-29 13:28:02,Kayo,Initiator
Bobo siguro kayo it’s a language sweetheart speaking English fluently doesn’t mean they’re smarter than other people 💀 https://t.co/sZyTmY6Z6I,2021-09-29 13:28:00,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb treasure official lightstick sealed ph https://t.co/M8Ykon2VrL",2021-09-29 13:27:50,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb txt the chaos chapter: fight or escape txt tcc sealed album ph https://t.co/FFemdH3MRo",2021-09-29 13:27:38,Kayo,Initiator
"Get na kayo!!  🥺♥️

🏷 wts lfb bts map of the soul on:e one concept photobook clue version route version special set ph https://t.co/dDlaqjsr08",2021-09-29 13:27:27,Kayo,Initiator
Join muna kayo ^ brb for first to drop. https://t.co/aftRt8uLo3,2021-09-29 13:27:19,Kayo,Initiator
"get na kayo!!  ♥️🥺

🏷 wts lfb nct 127 the 3rd album sticker seoul city sticky sticker version sealed ph https://t.co/G2YHkz9Vk6",2021-09-29 13:27:16,Kayo,Initiator
"get na kayo!!  ♥️🥺

🏷 wts lfb ateez zero fever part 3 a version diary version z version sealed album ph https://t.co/eW6XxbQRyd",2021-09-29 13:27:04,Kayo,Initiator
"Get na kayo!!  ♥️🥺
 
🏷 wts lfb bts sealed butter album cream version peaches version ph https://t.co/eNCmd87E1z",2021-09-29 13:26:50,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb bts map of the soul se special edition lightstick ph https://t.co/eRl4VgOLZV",2021-09-29 13:26:37,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb seventeen 7th mini album heng:garae sealed ph https://t.co/5SKdoARPXl",2021-09-29 13:26:25,Kayo,Initiator
"Thank you Mark, Haechan and Johnny 💚 ingat kayo pauwi, haha! goodnight.",2021-09-29 13:26:21,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb txt the chaos chapter freeze sealed album ph https://t.co/IMEKs1kNOu",2021-09-29 13:26:14,Kayo,Initiator
"Get na kayo!!  🥺♥️

🏷 wts lfb bts memories of 2020 dvd sealed ph https://t.co/s3o2U5sVri",2021-09-29 13:26:02,Kayo,Initiator
"Get na kayo!!  🥺♥️

🏷 wts lfb txt official lightstick sealed ph https://t.co/YnikuiHkSe",2021-09-29 13:25:48,Kayo,Initiator
"Get na kayo!!  🥺♥️

🏷 wts lfb 2021 txt fanlive shine x together dvd sealed ph https://t.co/8KlfK1FTbZ",2021-09-29 13:25:36,Kayo,Initiator
"Get na kayo!! ♥️🥺

🏷 wts lfb bts festa d-day calendar celebration of the 8th anniversary sealed ph https://t.co/0VhRzY9ElV",2021-09-29 13:25:21,Kayo,Initiator
"Get na kayo!!  ♥️🥺

🏷 wts lfb seventeen 9th mini album attacca sealed ph https://t.co/UsGwXTSTEd",2021-09-29 13:25:04,Kayo,Initiator
"get na kayo!!  ♥️🥺

🏷 wts lfb seventeen 9th mini album attacca kit sealed ph https://t.co/D12CPWRNBj",2021-09-29 13:24:51,Kayo,Initiator
gaaaah was hoping for a mini album alr but new music from my gurls!!! Also shuta kayo 2 versions 😩 https://t.co/2hoyn88Vzn,2021-09-29 13:23:41,Kayo,Initiator
QHAT THE FUCK KAYO ⁉️💥💥💥💢 https://t.co/kRsgmjaSEk,2021-09-29 13:23:40,Kayo,Initiator
"appreciation tweet [💌]

thank u for all the laughs and comfort we’ve shared! Wag kayo mag-qs forever pls, ily both &lt;3 unboxing soon mwa

— @097buys @girlbuys https://t.co/Q71604Hqil",2021-09-29 13:22:20,Kayo,Initiator
"36 shares for youngjae's yt channel vs 400, 300, 500 shares for memes and updates from got7. hello fb memerist fans. nakakabanas kayo",2021-09-29 13:22:09,Kayo,Initiator
"I respect your decision to change parties po pero paano pag di kayo magkapareho ng values? Like honesty, sincerity in public service? Can you stand up against partymates when your values collide? https://t.co/HKDJApBxYv",2021-09-29 13:20:33,Kayo,Initiator
"No words can express how proud iam to each of you! Mahal ko kayo see you on Season 2!! 😇😘

HIHVeniceTVAwards NOMINEE

#DonBelle
#DONBELLEmpire https://t.co/VaN91zgu3o",2021-09-29 13:20:00,Kayo,Initiator
@acoohdongkoy Thank you kayo fritzzzz 💓💓💓,2021-09-29 13:17:33,Kayo,Initiator
"@kayosports I don’t watch much Kayo over summer, keen to just put me on $1 a month til next footy season just so I can only watch the Grand Final Replay?",2021-09-29 13:16:14,Kayo,Initiator
tama behavior kayo guys https://t.co/FCKEdsPR8q,2021-09-29 13:15:53,Kayo,Initiator
"Except po sa mga nagpacombined shipping. Will contact po kayo once we are done sending pictures. If you mistaken answer YES for combined shipping, please DM us po so we can proceed to shipping",2021-09-29 13:15:07,Kayo,Initiator
"@JeyonHwang thank you po🥺❤️ kayo din po, ilysm💖",2021-09-29 13:15:05,Kayo,Initiator
"Of course this doesn't make me happy, doing something for peanuts. I'm so annoyed having to accommodate negligence and incompetence and losing sleep over it.
Multuhin ko kaya kayo kapag sumakit heart ko, not even a chos ☺️",2021-09-29 13:15:04,Kayo,Initiator
"Paacad na po kayo, available na po ulit hihi. Open to all grade level,
accepting rush. also accepting timed quizzes po
. 
tags
math statistics probability gen chemistry precal academic commission service genmath mmw
#acadparasalaptop.",2021-09-29 13:14:48,Kayo,Initiator
@harveypotter07 🤣🤣 oh bbw may award pla kayo..congrats..🤣🤣,2021-09-29 13:14:17,Kayo,Initiator
"DONE WITH MY SCHOOLWORKS! FOR THIS WEEK! 😭💖

Sana kayo din!🥰😘

@SB19Official #SB19",2021-09-29 13:11:52,Kayo,Initiator
"let's gooo ahgases! filo birds, suggest kayo ng matching song by filling out the google form in the thread! internationals, you're all welcome to join! 💚 #GOT7xOPM https://t.co/8LjikNzZjQ",2021-09-29 13:11:39,Kayo,Initiator
attend kayo sa ED namin! even non-philo majors and non-UP students are welcome to attend :) https://t.co/UPskQFgJwY,2021-09-29 13:10:40,Kayo,Initiator
"The whole journey was really tough, but who would have known that its success will be like this?! It was a rollercoaster ride. To all the HIH cast (esp DB), directors, producers, staffs, y'll deserve this achievement. DB, you both did great. Mahal na mahal ko kayo!🤍 https://t.co/5pZrcY3rFF",2021-09-29 13:10:13,Kayo,Initiator
"found a great deal, as usual it's always affordable and close to non-profit na hehe ;) basta claim kayo  ahh",2021-09-29 13:09:59,Kayo,Initiator
"hellooo! anyone interested with seventeen in the soop photocards? around php 130 each! meron rin, coups dicon pc, etc. under fast eta! ( planning to open another batch of pc claims! ) please reply to this poll if g kayo mag open ako ng bagong pc claims batch!!",2021-09-29 13:09:04,Kayo,Initiator
Still Up I need to reach the minimum of orders kaya kuha na kayo mga Chingu thank you https://t.co/uPJb9updJR,2021-09-29 13:08:08,Kayo,Initiator
"I am very happy for our best boys but I cannot enjoy it for now.. insecurities are feeding me up and I  need to relax! I love acetwt very much as well as  @OFCBGYO_MEMBERS kayo Ang pahinga ko!

BGYO ALBUM AUDIO SAMPLER
D-2 TO BGYO KULAY RELEASE
#BGYOmaKULAYin2days
#BGYO @bgyo_ph",2021-09-29 13:07:58,Kayo,Initiator
"wtb lfs ph onhand preorder stbo

a5 4 pockets sleeves na 77 x 107 mm na size 

pls tag or dm me if meron po kayo 🥺",2021-09-29 13:07:12,Kayo,Initiator
"not them talking shit about vice ganda's political stand, relationship and her wealth. oo na we get it, hampaslupang mababahong panget na dds kayo &lt;3 https://t.co/yan7tFXKah",2021-09-29 13:06:58,Kayo,Initiator
"@ChrisSamson_ sorry for promoting po but i'm a student seller po, dm nalang po if may want po kayo! tysm poo🥺 https://t.co/UiqU2AsQKt",2021-09-29 13:06:40,Kayo,Initiator
"All of my cousins never thrown curses nor pointed fingers to my lola, my elder cousins and my aunties  except that one family talaga. Idk about you guys but even if may diploma kayo hindi kay madadala nyan kahit saan kung ganyan kasquammy ugali nyo. Sorry.",2021-09-29 13:06:07,Kayo,Initiator
Same kayo ni leo? Ayaw SA relationship? — We’re not alike. Not just looking for one right now. Or not too soon perhaps. Si Leo? Wala nang pag-asa yan. 🤣 https://t.co/T8zhTqPTSe,2021-09-29 13:05:53,Kayo,Initiator
"Less than 1 hour left before i close this GA, join na kayo ^^ https://t.co/j8HG1YPL6h",2021-09-29 13:04:51,Kayo,Initiator
"Open na uli ako for comms hello clients  san na kayo lf client

Acad help light works muna acad help acad server acad comm jhs shs mkt abm",2021-09-29 13:04:41,Kayo,Initiator
"i’m willing to adjust po kung saan kayo comfy just lmk, okay?",2021-09-29 13:03:20,Kayo,Initiator
"I’m surrounded by the best, genuine, and supportive people. Shoutout sa inyo, mahal ko kayo! 🤍🤢",2021-09-29 13:03:03,Kayo,Initiator
"a THREAD of papels from @honeyscart !! &lt;3 (PART 1)

- mostly youngk !
- reply kayo sa mismong picture ha, not here sa thread ^^
- pls be a responsible miner po :)

tags: wtb wts wtt lfb lfs lft day6 ph jae sungjin youngk wonpil dowoon https://t.co/35vHjTxODk",2021-09-29 13:02:53,Kayo,Initiator
"i know i’m late &amp; inactive huhu reply kayo sakiiiin

HIHVeniceTVAwards NOMINEE

#DonBelle
#DONBELLEmpire",2021-09-29 13:02:43,Kayo,Initiator
can't register to vote but i can register for the vaccine sana kayo rin 🤲🏻,2021-09-29 13:01:47,Kayo,Initiator
"@archonsgf giving me ""di kayo yumayaman bc u don't work hard enough"" vibes plsshsjfkf",2021-09-29 13:01:41,Kayo,Initiator
@Bkayoyo @Zenshi_Miura I see kayo (i saw what u did),2021-09-29 13:01:07,Kayo,Initiator
"@btwcutiee no the real question is, why kayo kinakabag?",2021-09-29 13:01:05,Kayo,Initiator
@kayo_Heaven227 BooBoo,2021-09-29 13:01:00,Kayo,Initiator
hi guyd sali kayo help me sell my bentables 😭🤧 https://t.co/dM3aCvla37,2021-09-29 13:00:44,Kayo,Initiator
tomorrow’s the last day for this! habol na kayo~ https://t.co/l56fPMwmh2,2021-09-29 12:59:42,Kayo,Initiator
"if by any chance i have marcos apologist irls, i need to know who they are asap ,,, di pa huli para magising kayo pls",2021-09-29 12:59:29,Kayo,Initiator
"Yumi Garcia new vlog uploaded watch na kayo guys😍😍😍 @iamyumigarcia

https://t.co/9z6bDi3bjk",2021-09-29 12:59:19,Kayo,Initiator
Still ongoing!! Join pa kayo 🎉 https://t.co/iYvngm1JVS,2021-09-29 12:59:11,Kayo,Initiator
omg kayo i forgot na i listen 2 one ok rock pala,2021-09-29 12:58:22,Kayo,Initiator
im so happy finally BANGIN ENDGAME NA POTA KAYO https://t.co/FVh3secgIp,2021-09-29 12:57:09,Kayo,Initiator
So anong team kayo? I may or may not follow the result of this poll HAHAHAHAHA,2021-09-29 12:56:57,Kayo,Initiator
Funny how stupid people could be...... You claim na your a feminist someone that looks oit for children specially the ones under your wing...... Alm ko po malakas din connections nyo pro alm nyo din po kaya ng pamilya ko(not flexing) kaya nga po kayo nkipag kaibigan right?,2021-09-29 12:54:46,Kayo,Initiator
"magsitabi kayo ang lakas ng sparks 😭😭 thank you @heedkyeom for a smooth, fast and hassle-free transaction 🤩🥳

#heedkyeom_feedbacks https://t.co/c5KcrYmjnA",2021-09-29 12:54:35,Kayo,Initiator
Should we open another batch of mercari pasabuy for October? Our last pasabuy for this year before we totally close our shop. G pa ba kayo? 😊,2021-09-29 12:53:19,Kayo,Initiator
september interaction circle ! a proof that these beautiful ppl are interactive &amp; approachable. 💙 thankyou and i hope october will be a happy month for all of us.  MAHAL KO KAYO SO MUCH ! 💙 https://t.co/f2zf6sJtA9,2021-09-29 12:53:08,Kayo,Initiator
"Grabe! Thank you for appreciating Minzy, Twiceland and TeamPabb! Da best kayo! https://t.co/RlvppYfelI",2021-09-29 12:50:33,Kayo,Initiator
Jumowa kayo ng hampaslupa like us. That's how Trickle Down Economics work! https://t.co/sgYIJRFv6w,2021-09-29 12:50:03,Kayo,Initiator
@Justinovah I know that kayo isn't used a lot but when raze get suppressed with her ult it should pause the timer so her 8 point ult doesn't lose to a free ability,2021-09-29 12:50:00,Kayo,Initiator
"If u see this qrt,, this is the sign na basahin mo to!! De kayo magsisisi promisee 🥰🥰🥰 https://t.co/M6UXhKx5Bt",2021-09-29 12:49:55,Kayo,Initiator
bro what kayo ult disables cypher trips??,2021-09-29 12:49:48,Kayo,Initiator
If medyo doubtful po kayo here kung bakit 300 ang sealed here's the explanation po ni supplier https://t.co/fHeXo9IBDf https://t.co/SjIMWPtoec,2021-09-29 12:49:38,Kayo,Initiator
"if you get this ref, mahal ko kayo https://t.co/0IDpUw5tnr",2021-09-29 12:49:00,Kayo,Initiator
